976748515467243546329;2200530762536720;МИР;01/29;Frozen
976748515467243546329;2203636840271649;Maestro;09/25;Frozen
976748515436772033893;8169568127210942;Maestro;07/27;Frozen
976748515436772033893;2720374163038189;Mastercard;06/29;Active
931732832591301363754;6159845236020420;Maestro;05/33;Frozen
931732832591301363754;5947394260190311;American Express;05/29;Frozen
931732832558545330482;6216309297715007;Mastercard;10/28;Active
931732832558545330482;2204233232658887;МИР;04/31;Active
647150142786636241574;6503864004753040;Mastercard;05/32;Frozen
647150142786636241574;377811222344512;Mastercard;08/26;Frozen
647150142786636241574;8181008338346965;Mastercard;05/30;Active
647150142743725007555;373942340856998;МИР;04/29;Active
647150142743725007555;4997054775813094;МИР;07/31;Active
647150142726969614200;5796347805744416;МИР;09/31;Frozen
647150142726969614200;6880122390031387;American Express;03/31;Frozen
647150142726969614200;373247925194678;American Express;07/31;Active
647150142726969614200;6212308073833483;МИР;01/29;Active
647150142726969614200;5839710814523569;Mastercard;08/34;Active
647150142778079115187;372008912221887;Maestro;06/34;Frozen
647150142778079115187;6272306269310214;American Express;02/30;Frozen
647150142778079115187;6591374907838438;Mastercard;01/26;Active
647150142778079115187;6771223821062140;Maestro;11/32;Active
647150142725930143184;4021631370027210;Maestro;03/30;Active
647150142725930143184;374622922234413;Visa;04/31;Frozen
647150142725930143184;6234249819008499;American Express;07/24;Frozen
647150142725930143184;6347011401018367;Mastercard;11/32;Active
647150142725930143184;349987390973160;Visa;01/30;Frozen
932285408672786482637;2204288931365705;МИР;10/26;Active
932285408672786482637;5657832665100898;Visa;02/27;Active
932285408614348791639;8164279235310880;American Express;10/24;Frozen
932285408614348791639;6684726944004183;МИР;07/29;Frozen
932285408614348791639;8168809249801502;МИР;07/31;Active
932285408694811784404;340565985606194;American Express;10/31;Active
932285408694811784404;4841668076859528;Maestro;06/25;Active
932285408629365336735;8102318919932489;Union Pay;08/24;Active
932285408629365336735;5916201786835377;Visa;08/28;Frozen
932285408634764506201;5554789257339462;Mastercard;09/26;Frozen
932285408634764506201;6734116496580386;American Express;12/26;Active
932285408634764506201;8142140063451989;Union Pay;07/25;Frozen
932285408614279971727;6073871144866418;Union Pay;09/25;Active
749346156634696557593;2200521952765815;American Express;07/28;Frozen
749346156667816337646;4357246967431800;Maestro;02/29;Frozen
749346156667816337646;2700441017591889;Union Pay;04/34;Frozen
749346156698794864550;4742476773607160;МИР;06/27;Active
749346156698794864550;5823496385858778;МИР;08/27;Frozen
749346156698794864550;2238114619480154;Mastercard;04/26;Frozen
749346156698794864550;4811735660670144;МИР;07/28;Frozen
749346156698794864550;348484460597203;Union Pay;09/29;Active
749346156671132127332;2230340887010823;Maestro;02/26;Active
749346156671132127332;2201708790897848;МИР;11/29;Frozen
749346156671132127332;345005617182814;Visa;11/29;Frozen
749346156671132127332;5361413469664699;МИР;07/29;Frozen
891367219419786195172;5823997989243879;МИР;05/24;Active
891367219419786195172;5197820504647671;Maestro;04/28;Active
891367219419786195172;4334971178875564;American Express;02/26;Active
891367219419786195172;2203943825552674;Maestro;04/27;Frozen
891367219491666593992;5648752053449438;Visa;03/31;Frozen
558794106530068917455;4386884728904965;Maestro;03/28;Frozen
558794106530068917455;6262905901337212;Visa;03/33;Frozen
558794106530068917455;343204886226590;Visa;08/24;Frozen
558794106557691099254;5734522806936998;Maestro;03/30;Active
558794106557691099254;5724042330891595;МИР;05/24;Active
558794106557691099254;6203822802496074;МИР;11/25;Frozen
558794106557691099254;371733255269513;МИР;02/33;Frozen
225364723889672312556;5306960637095485;Maestro;10/30;Frozen
225364723851392125883;341672932178159;Maestro;12/30;Active
225364723851392125883;2202448005055671;Maestro;02/26;Frozen
225364723851392125883;2204513216076606;Mastercard;03/31;Active
225364723851392125883;4335376761055013;Union Pay;08/26;Frozen
849347886297488819388;8169637923552201;Maestro;06/24;Active
849347886269970124450;6051519912767732;МИР;08/28;Frozen
849347886263441017253;375966283679206;Maestro;05/29;Active
849347886263441017253;2256855532167057;Mastercard;06/30;Active
849347886263441017253;372350186050240;American Express;05/25;Frozen
849347886263441017253;6757836135660529;American Express;08/24;Frozen
849347886263441017253;378666525589224;Union Pay;03/32;Active
799083389872020631525;374887721165924;Visa;03/33;Active
799083389886959706119;6295024850238073;Mastercard;01/28;Active
799083389886959706119;371576372512616;American Express;02/31;Frozen
799083389886959706119;6284568113428171;American Express;05/30;Active
799083389886959706119;8180045717751432;Visa;09/24;Active
799083389851703671677;4837344469575750;Union Pay;10/33;Frozen
516147022064601354634;2202549837246071;Mastercard;01/34;Active
516147022064601354634;2203822782594848;Mastercard;05/34;Frozen
516147022064601354634;6245700786773009;Maestro;08/29;Frozen
516147022064601354634;6423997733111192;Visa;09/31;Active
516147022064601354634;2204864030705064;МИР;11/24;Active
516147022065270430847;4361329638565513;Visa;08/27;Active
516147022032578441091;2201224442196381;Visa;07/34;Frozen
516147022032578441091;2303123245741046;Mastercard;09/33;Active
516147022032578441091;4280300823992133;Mastercard;09/31;Frozen
516147022032578441091;4002230967952543;Visa;05/32;Active
516147022032578441091;6271585591375034;Visa;09/26;Active
516147022060169542749;4565399394225143;МИР;01/30;Frozen
516147022023295341608;5445460939912935;Mastercard;11/26;Frozen
516147022023295341608;6508179706279060;Union Pay;09/32;Active
516147022023295341608;2200712973989571;Maestro;01/28;Active
516147022023295341608;2452924315442772;American Express;08/34;Frozen
466804258738593389602;5042413307512180;Mastercard;06/31;Active
466804258738593389602;2202919613749228;American Express;04/33;Frozen
466804258738593389602;2418037863382697;МИР;03/30;Active
466804258738593389602;2201085310430701;Mastercard;12/31;Active
466804258738593389602;6143753028130879;МИР;04/33;Active
466804258731413757474;348120802645140;Mastercard;10/33;Frozen
466804258731413757474;5249412387707620;МИР;12/32;Active
466804258731413757474;2204430255762709;Visa;02/33;Frozen
466804258731413757474;347699396322530;Maestro;01/32;Frozen
466804258731413757474;2706054027558295;Union Pay;08/31;Frozen
466804258765736263238;4994189471045188;МИР;10/27;Frozen
466804258765736263238;2202232765649950;МИР;02/34;Frozen
466804258765736263238;4837647646541564;American Express;03/30;Active
466804258771810261419;378991710463971;American Express;09/25;Frozen
466804258771810261419;4946304707349127;Visa;12/25;Frozen
466804258771810261419;2240053875804739;Visa;10/26;Active
466804258770605132309;6246694102802759;Maestro;03/27;Frozen
611729236292848920230;5338067670012682;МИР;11/24;Frozen
611729236292848920230;5712792974366288;Visa;03/30;Active
611729236292848920230;6237201468904194;Union Pay;01/27;Active
611729236292848920230;2287099798132074;Visa;07/34;Frozen
611729236292848920230;4676744575016447;МИР;02/24;Frozen
679200171772542135522;5015181887164499;Union Pay;05/32;Active
679200171772542135522;2676851021088880;Maestro;09/30;Frozen
679200171772542135522;4908786750804279;American Express;05/31;Frozen
679200171714086460553;8168639481364160;Maestro;08/29;Frozen
679200171714086460553;343356682217676;American Express;03/25;Frozen
679200171714086460553;376902006550902;Union Pay;09/28;Frozen
679200171714086460553;5216729719646302;МИР;09/28;Active
679200171714086460553;2200992719143580;Maestro;10/29;Frozen
679200171798336090892;2202036352222950;Union Pay;01/30;Frozen
679200171798336090892;378845589146622;Visa;11/24;Frozen
679200171798336090892;6056954060558135;Mastercard;12/25;Active
679200171798336090892;5832210214975664;Union Pay;08/33;Frozen
617428207418730858887;340553034323474;МИР;08/29;Frozen
617428207472556778237;4840005450880823;Maestro;05/28;Active
617428207472556778237;5791137094223874;American Express;03/29;Active
617428207472556778237;5799626373836432;Mastercard;11/33;Active
617428207472556778237;2204550206433967;МИР;11/31;Active
839529953399269039141;5774570490012734;American Express;04/29;Active
839529953399269039141;374449384107519;Mastercard;08/26;Active
839529953318073832874;5451321219535765;Maestro;05/30;Active
839529953318073832874;6123219875115805;Mastercard;03/29;Active
839529953318073832874;377585254388601;American Express;08/29;Active
839529953318073832874;2253077207266063;Maestro;09/24;Active
839529953318073832874;2201414221734953;МИР;05/25;Frozen
839529953399758099634;2460860131755262;МИР;09/30;Frozen
839529953399758099634;4648536980839438;Union Pay;10/30;Active
839529953333904159689;2203625664861114;Maestro;08/34;Active
839529953333904159689;2257832703417131;Visa;06/26;Active
839529953333904159689;6163843493172830;Union Pay;11/29;Active
839529953333904159689;2253836544468926;Visa;10/25;Active
839529953333904159689;4902907354617836;American Express;09/30;Active
839529953370157651541;2201217280778336;Union Pay;10/32;Frozen
839529953322555622167;6964596975180900;Visa;05/26;Active
839529953322555622167;2720671745547136;Maestro;06/29;Active
839529953322555622167;6220732868758813;Maestro;09/30;Frozen
839529953322555622167;2203604565076643;American Express;10/33;Frozen
839529953322555622167;373001326509491;Maestro;09/26;Active
471264406269359058052;8194022215135495;Union Pay;03/32;Active
471264406269359058052;8154051628390627;Visa;12/25;Frozen
471264406269359058052;6596359061178130;Maestro;01/25;Active
471264406269359058052;5843695158053527;МИР;07/26;Frozen
471264406274194564674;4865500567762682;Union Pay;10/24;Frozen
471264406236093072933;6261380122212530;Visa;02/26;Frozen
471264406236093072933;346537394321032;Union Pay;08/25;Frozen
779638097457443802955;8164465249969049;American Express;08/26;Active
779638097457443802955;4397035953699674;Union Pay;11/31;Active
779638097457443802955;2204098890823952;Mastercard;07/33;Active
779638097490223084074;4504517417414543;Maestro;02/26;Frozen
779638097490223084074;6711337019736977;American Express;01/26;Frozen
779638097490223084074;2202944541587003;Union Pay;07/34;Frozen
779638097423196992031;6518096280103912;Union Pay;05/26;Active
779638097423196992031;8191705736636354;Maestro;12/31;Frozen
779638097423196992031;2204366708955757;Maestro;02/26;Active
779638097423196992031;2203286246854414;Maestro;08/34;Active
779638097423196992031;2201878398921892;Maestro;03/28;Active
779638097433803897423;376173888452373;Mastercard;07/30;Frozen
779638097491859619978;2202609598032613;Union Pay;04/33;Frozen
174271064589987873063;6368870817526113;МИР;11/27;Active
174271064589987873063;8153469513155700;Union Pay;09/25;Active
174271064589987873063;2204733003192537;Visa;09/24;Active
174271064589987873063;2204468039061246;Union Pay;06/25;Frozen
174271064589987873063;8196256768589801;Visa;09/33;Active
174271064535952238989;2201739403253475;American Express;12/24;Active
174271064570031223230;2204420303354088;Mastercard;07/26;Active
174271064570031223230;4119359307660878;Union Pay;12/26;Active
174271064570031223230;6858903344145607;Union Pay;11/26;Frozen
174271064570031223230;5946460085059949;Maestro;08/24;Frozen
174271064570031223230;2715244573657893;МИР;09/25;Active
174271064574649425141;376793856030966;Visa;02/32;Frozen
174271064574649425141;8168206572113144;Mastercard;06/28;Active
174271064574649425141;2203242433626495;American Express;03/30;Frozen
174271064574649425141;2203184847550723;МИР;09/33;Frozen
174271064574649425141;2201223104838595;МИР;10/24;Active
174271064550097517325;4249077040007669;American Express;04/31;Frozen
174271064568302629393;2240716631633499;Mastercard;03/27;Active
174271064568302629393;8156317885800501;American Express;07/29;Active
174271064568302629393;6912099478405760;American Express;04/25;Active
174271064568302629393;5061824483340285;Maestro;03/27;Frozen
978246679555473462226;2257418344320924;Mastercard;02/32;Frozen
978246679575605420875;2204620289070794;American Express;05/33;Frozen
281990871657742590080;6262736609598288;Mastercard;06/33;Active
281990871657742590080;6227504912956062;МИР;11/28;Active
281990871657742590080;6482971517688525;Maestro;01/34;Active
281990871657742590080;2201829586746716;Mastercard;12/25;Active
281990871670729104052;378510983569858;Visa;01/26;Frozen
281990871670729104052;6386768235453167;Mastercard;06/25;Frozen
320150647149750306787;2563719915047278;МИР;08/27;Active
320150647123210878026;4528165045848393;Union Pay;02/26;Frozen
320150647123210878026;2295174185001453;Maestro;07/29;Active
320150647123210878026;4404925768419121;American Express;03/34;Frozen
540903186195283726420;4531552092132638;Visa;03/26;Frozen
540903186146845743606;2202026081867811;American Express;01/27;Active
540903186146845743606;2271705657335065;Visa;10/26;Frozen
540903186146845743606;8193720892426654;Union Pay;05/30;Active
540903186145832864224;8120457634989560;Maestro;03/32;Frozen
540903186145832864224;2240335063547620;American Express;10/33;Active
540903186145832864224;2204204020681332;Union Pay;12/33;Frozen
540903186145832864224;5848532860531380;Maestro;09/28;Frozen
540903186186437927161;377174630216180;Mastercard;06/30;Frozen
540903186186437927161;4223471707366353;American Express;07/24;Frozen
540903186186437927161;6269065209476668;Union Pay;02/26;Frozen
540903186186437927161;5748411745849823;American Express;02/30;Frozen
540903186192580994272;2204482012700324;Union Pay;11/29;Frozen
540903186192580994272;4048344868809441;МИР;06/29;Active
540903186192580994272;6913454704367574;МИР;05/32;Frozen
540903186192580994272;2200894319135026;МИР;09/26;Active
540903186135053888810;8115186768880561;American Express;03/31;Active
540903186135053888810;2200472005323154;Visa;05/33;Active
540903186135053888810;370763973803658;American Express;08/32;Active
540903186135053888810;343450840059037;American Express;12/27;Active
540903186139464372498;342108967593482;Union Pay;11/31;Active
435505941444597087938;5089365243703733;Maestro;11/25;Frozen
435505941444597087938;2308959143654723;Maestro;02/27;Active
435505941444597087938;2201508659817600;Union Pay;03/27;Frozen
435505941444597087938;2475511937902714;Visa;05/25;Active
435505941466021289433;2656054862404027;МИР;07/27;Active
435505941466021289433;2247331442771240;Union Pay;02/27;Frozen
435505941466021289433;6211839892457659;Union Pay;10/32;Active
435505941466021289433;2203224633544355;МИР;11/26;Frozen
435505941454568432403;2204994356052351;Maestro;01/27;Active
424762141138876796755;2203218935658608;Maestro;01/34;Active
424762141138876796755;5775583865679531;Visa;11/25;Frozen
424762141138876796755;5026598461717854;Visa;08/27;Frozen
424762141138876796755;4815060197489132;Visa;05/33;Active
424762141135715283454;6410191441139498;Maestro;03/28;Frozen
424762141135715283454;6277877662153406;МИР;10/29;Frozen
424762141135715283454;4428297213881236;МИР;06/31;Frozen
424762141135715283454;4247450080204847;Mastercard;01/30;Active
424762141135715283454;5608464172452651;American Express;09/32;Frozen
424762141149039124120;2262630288856340;American Express;11/25;Frozen
424762141164404883846;6288625903778151;Visa;08/26;Frozen
424762141164404883846;6975262220942662;Maestro;01/26;Frozen
424762141164404883846;344240491839681;Visa;10/33;Frozen
424762141164404883846;370447073132610;МИР;09/25;Frozen
265277584863102146625;6625703963594305;МИР;01/33;Active
265277584863102146625;8188147891273118;Union Pay;10/30;Frozen
265277584863102146625;371119164531062;Maestro;08/26;Active
958837605585651283282;2203592898121535;МИР;02/26;Frozen
958837605581490940163;5871508893208659;Mastercard;01/30;Frozen
958837605579104029839;6470365084696173;American Express;11/31;Frozen
958837605579104029839;2200134709666474;American Express;08/26;Frozen
958837605559056878139;373685780397748;Maestro;07/24;Active
958837605519593221023;4563875421476025;МИР;01/26;Active
958837605519593221023;6871399502852972;American Express;08/27;Frozen
958837605519593221023;2203594382569377;Visa;09/24;Active
958837605519593221023;6820006011438100;Visa;08/30;Active
958837605519593221023;345985334678543;Union Pay;01/31;Frozen
958837605557116591558;343674546016104;Union Pay;10/30;Frozen
958837605557116591558;4297676527203484;American Express;03/25;Frozen
958837605557116591558;6581260158440424;Visa;12/25;Active
958837605557116591558;6270637856928832;МИР;01/29;Active
958837605557116591558;6797102325549580;Maestro;09/29;Active
958837605570127028858;2203621876415070;Visa;09/34;Active
958837605570127028858;8197104671406847;Union Pay;09/25;Active
958837605570127028858;4000048486826663;Visa;10/31;Frozen
350431192589159562589;2203105858744335;Maestro;02/32;Frozen
350431192589159562589;6296739253785599;МИР;02/32;Frozen
350431192589159562589;6297159055573078;Maestro;10/26;Active
350431192589159562589;5426206078832225;Union Pay;08/30;Frozen
350431192589159562589;8164639088780325;American Express;03/26;Frozen
350431192511598584067;2203457901743396;МИР;12/25;Active
350431192511598584067;4067540303869165;Visa;08/27;Frozen
350431192546774200256;4006143284037433;Maestro;01/26;Frozen
350431192546774200256;6254151543308382;American Express;04/25;Active
350431192546774200256;4874080421913283;American Express;08/33;Frozen
350431192546774200256;5748052122868158;American Express;06/32;Frozen
350431192562075531705;2202702024890066;Mastercard;10/31;Frozen
350431192562075531705;379368311181295;Union Pay;01/28;Frozen
350431192562075531705;5578614122836538;Mastercard;04/24;Frozen
350431192562075531705;6422873295401399;Union Pay;05/34;Active
350431192563999275774;8146806830681985;Union Pay;12/33;Frozen
350431192563999275774;370946810327417;American Express;04/26;Active
350431192563999275774;4987028322941998;Mastercard;12/30;Active
350431192563999275774;2266942498045754;Visa;03/25;Active
692150271278723898311;4212365409477844;МИР;03/27;Frozen
692150271278723898311;4337988477756573;Mastercard;09/31;Active
692150271278723898311;2280715664324159;Union Pay;05/26;Active
692150271278723898311;6245507570303772;American Express;03/26;Frozen
692150271278723898311;2203535824650879;Visa;02/27;Frozen
692150271222510377979;347277282639885;Mastercard;05/30;Active
692150271222510377979;378604807103307;Visa;05/29;Frozen
692150271274014569403;8185363660900087;Visa;08/34;Frozen
692150271274014569403;4338871581163903;Mastercard;05/27;Active
692150271274014569403;6243804957605966;Mastercard;10/26;Active
692150271274014569403;2201651350854033;Maestro;09/29;Active
692150271297684948969;347015713438182;American Express;02/33;Frozen
692150271297684948969;6499411870086745;Union Pay;04/27;Frozen
692150271297684948969;376307733683648;Visa;10/26;Frozen
540175108047933161749;2200941869861855;МИР;10/27;Active
540175108047933161749;2225195161058741;Union Pay;01/31;Active
540175108060614322180;6003644561910463;Union Pay;06/30;Frozen
708643753934725763887;340654472317455;Visa;03/26;Frozen
708643753934725763887;5202996030955920;Mastercard;11/30;Frozen
708643753934725763887;6226994540728739;МИР;09/26;Active
708643753934725763887;345056670887112;Visa;12/27;Frozen
217151891193482467336;6502291218622103;Mastercard;08/26;Active
217151891193482467336;374281687367072;American Express;07/32;Frozen
217151891193482467336;4652732171191639;American Express;09/32;Active
217151891199087640712;341431446987559;Visa;03/27;Frozen
217151891199087640712;2417327237614466;Union Pay;04/26;Frozen
217151891187983173345;6204346689127577;Visa;02/26;Active
465191497945800390141;2203657162016032;Union Pay;03/31;Active
465191497945800390141;5187533047146059;Union Pay;03/31;Active
465191497945800390141;371321235804946;American Express;04/29;Active
465191497945800390141;2200223452466974;American Express;02/34;Frozen
465191497945800390141;8126517021413179;Mastercard;06/34;Frozen
465191497997300280051;2202484009021914;Visa;04/24;Frozen
465191497997300280051;2204745044324960;Mastercard;07/24;Frozen
465191497997300280051;6513068546536644;Mastercard;08/26;Active
465191497981610437447;4536779248016440;Maestro;05/32;Active
465191497981610437447;8116050673527353;Maestro;05/29;Active
465191497981610437447;375838272457839;Visa;12/30;Active
465191497981610437447;4991282819551349;Union Pay;09/24;Frozen
465191497946090506361;5839155446567511;American Express;12/28;Frozen
465191497925072632280;4242250668168686;Maestro;01/29;Frozen
465191497925072632280;5697628831866012;Maestro;01/26;Frozen
465191497921222690146;5857599377648195;American Express;12/32;Frozen
465191497921222690146;4513046778513007;Union Pay;06/33;Active
465191497921222690146;2200090871259953;Maestro;02/26;Active
465191497921222690146;4142116626273580;American Express;03/33;Frozen
465191497998092536384;2200764973496396;Mastercard;02/26;Frozen
465191497998092536384;2287284252245667;American Express;04/25;Frozen
465191497998092536384;342100265067962;МИР;06/27;Frozen
465191497958350262840;2200577318460350;American Express;10/30;Frozen
465191497958350262840;373529337145640;Mastercard;01/25;Active
366857226167224189820;6299537993862901;Maestro;03/30;Active
366857226112508296532;376595964641059;МИР;09/31;Active
366857226112508296532;2200866446206110;Union Pay;04/33;Active
637601390984171383232;6208019773376717;Union Pay;11/30;Frozen
637601390984171383232;2204535559401687;Visa;06/27;Active
637601390984171383232;2204469669432954;Maestro;05/32;Frozen
637601390984171383232;2200377168788780;Union Pay;01/28;Frozen
637601390984171383232;2201570097874650;Union Pay;11/31;Frozen
637601390950967810269;4823726262258657;Maestro;09/32;Active
637601390950967810269;5619644161623423;Maestro;04/31;Frozen
637601390950967810269;6292217141548093;Visa;02/25;Active
637601390950967810269;2201405527912475;Maestro;12/25;Active
